IRF_2,5Mhz2.ptu	 	p62-10_2,5MHz_1_OTCSPC; OverallDecay	 	Fitted Curve	 	Residuals	 
Time[탎]	Intensity[Cnts]	Time[탎]	Intensity[Cnts]	Time[탎]	Intensity[Cnts]	Time[탎]	Resids.[StdDev.]
0.0399999988687228	8	0.0407499988475113	9	0.0407499988475113	10.1001281738281	0.0407499988475113	-0.366709381341934
0.0402499988616523	6	0.0409999988404409	14	0.0409999988404409	9.88673114776611	0.0409999988404409	1.0993173122406
0.0404999988545818	4	0.0412499988333704	14	0.0412499988333704	9.68116474151611	0.0412499988333704	1.15425729751587
0.0407499988475113	3	0.0414999988262999	14	0.0414999988262999	9.48288440704346	0.0414999988262999	1.20724987983704
0.0409999988404409	10	0.0417499988192294	2	0.0417499988192294	9.29155349731445	0.0417499988192294	-5.15590715408325
0.0412499988333704	12	0.0419999988121589	7	0.0419999988121589	9.10679626464844	0.0419999988121589	-0.796294152736664
0.0414999988262999	7	0.0422499988050884	12	0.0422499988050884	8.92828369140625	0.0422499988050884	0.88672810792923
0.0417499988192294	9	0.042499998798018	10	0.042499998798018	8.75564002990723	0.042499998798018	0.393501162528992
0.0419999988121589	9	0.0427499987909475	8	0.0427499987909475	8.58880519866943	0.0427499987909475	-0.208174079656601
0.0422499988050884	5	0.042999998783877	8	0.042999998783877	8.42719745635986	0.042999998783877	-0.151037111878395
0.042499998798018	4	0.0432499987768065	8	0.0432499987768065	8.27064800262451	0.0432499987768065	-0.09568852186203
0.0427499987909475	6	0.043499998769736	8	0.043499998769736	8.11892032623291	0.043499998769736	-0.0420446842908859
0.042999998783877	9	0.0437499987626656	6	0.0437499987626656	7.97174549102783	0.0437499987626656	-0.804961740970612
0.0432499987768065	3	0.0439999987555951	8	0.0439999987555951	7.82921981811523	0.0439999987555951	0.0603799112141132
0.043499998769736	5	0.0442499987485246	10	0.0442499987485246	7.69048595428467	0.0442499987485246	0.730332493782044
0.0437499987626656	7	0.0444999987414541	7	0.0444999987414541	7.55607318878174	0.0444999987414541	-0.210175916552544
0.0439999987555951	6	0.0447499987343836	10	0.0447499987343836	7.42542362213135	0.0447499987343836	0.814152538776398
0.0442499987485246	8	0.0449999987273131	7	0.0449999987273131	7.29819202423096	0.0449999987273131	-0.112705990672112
0.0444999987414541	4	0.0452499987202427	7	0.0452499987202427	7.17454528808594	0.0452499987202427	-0.0659719184041023
0.0447499987343836	8	0.0454999987131722	8	0.0454999987131722	7.05411052703857	0.0454999987131722	0.334422439336777
0.0449999987273131	7	0.0457499987061017	11	0.0457499987061017	6.93741798400879	0.0457499987061017	1.22491455078125
0.0452499987202427	6	0.0459999986990312	7	0.0459999986990312	6.82303047180176	0.0459999986990312	0.066888190805912
0.0454999987131722	6	0.0462499986919607	8	0.0462499986919607	6.71191692352295	0.0462499986919607	0.455406129360199
0.0457499987061017	5	0.0464999986848902	12	0.0464999986848902	6.60376644134521	0.0464999986848902	1.55775845050812
0.0459999986990312	8	0.0467499986778198	10	0.0467499986778198	6.49819564819336	0.0467499986778198	1.10736775398254
0.0462499986919607	6	0.0469999986707493	11	0.0469999986707493	6.39511108398438	0.0469999986707493	1.38842630386353
0.0464999986848902	4	0.0472499986636788	5	0.0472499986636788	6.29525184631348	0.0472499986636788	-0.57925420999527
0.0467499986778198	6	0.0474999986566083	8	0.0474999986566083	6.19718170166016	0.0474999986566083	0.637392520904541
0.0469999986707493	4	0.0477499986495378	5	0.0477499986495378	6.10103702545166	0.0477499986495378	-0.492398738861084
0.0472499986636788	4	0.0479999986424674	4	0.0479999986424674	6.00783920288086	0.0479999986424674	-1.00391960144043
0.0474999986566083	4	0.0482499986353969	6	0.0482499986353969	5.91643524169922	0.0482499986353969	0.0341151691973209
0.0477499986495378	4	0.0484999986283264	8	0.0484999986283264	5.8270320892334	0.0484999986283264	0.768260180950165
0.0479999986424674	2	0.0487499986212559	8	0.0487499986212559	5.73978519439697	0.0487499986212559	0.799106597900391
0.0482499986353969	5	0.0489999986141854	5	0.0489999986141854	5.65460300445557	0.0489999986141854	-0.292747348546982
0.0484999986283264	6	0.0492499986071149	9	0.0492499986071149	5.57120704650879	0.0492499986071149	1.14293098449707
0.0487499986212559	4	0.0494999986000445	7	0.0494999986000445	5.48955631256103	0.0494999986000445	0.570894062519073
0.0489999986141854	3	0.049749998592974	8	0.049749998592974	5.40962409973145	0.049749998592974	0.915836155414581
0.0492499986071149	3	0.0499999985859035	9	0.0499999985859035	5.33147716522217	0.0499999985859035	1.22284090518951
0.0494999986000445	5	0.050249998578833	4	0.050249998578833	5.25505828857422	0.050249998578833	-0.627529144287109
0.049749998592974	5	0.0504999985717625	5	0.0504999985717625	5.18007278442383	0.0504999985717625	-0.0805310010910034
0.0499999985859035	5	0.050749998564692	5	0.050749998564692	5.10671234130859	0.050749998564692	-0.0477232113480568
0.050249998578833	7	0.0509999985576216	3	0.0509999985576216	5.03482627868652	0.0509999985576216	-1.17480754852295
0.0504999985717625	5	0.0512499985505511	4	0.0512499985505511	4.96439123153687	0.0512499985505511	-0.482195615768433
0.050749998564692	6	0.0514999985434806	2	0.0514999985434806	4.89542198181152	0.0514999985434806	-2.04737257957458
0.0509999985576216	8	0.0517499985364101	9	0.0517499985364101	4.82784700393677	0.0517499985364101	1.39071762561798
0.0512499985505511	11	0.0519999985293396	7	0.0519999985293396	4.76159286499023	0.0519999985293396	0.846038401126862
0.0514999985434806	2	0.0522499985222692	7	0.0522499985222692	4.69663333892822	0.0522499985222692	0.87059074640274
0.0517499985364101	7	0.0524999985151987	9	0.0524999985151987	4.63293743133545	0.0524999985151987	1.45568752288818
0.0519999985293396	8	0.0527499985081282	3	0.0527499985081282	4.57051229476929	0.0527499985081282	-0.906735718250275
0.0522499985222692	5	0.0529999985010577	10	0.0529999985010577	4.5092945098877	0.0529999985010577	1.73631358146667
0.0524999985151987	7	0.0532499984939872	5	0.0532499984939872	4.44922256469727	0.0532499984939872	0.246315151453018
0.0527499985081282	6	0.0534999984869167	5	0.0534999984869167	4.3903112411499	0.0534999984869167	0.272661089897156
0.0529999985010577	5	0.0537499984798463	6	0.0537499984798463	4.33250045776367	0.0537499984798463	0.680753827095032
0.0532499984939872	3	0.0539999984727758	8	0.0539999984727758	4.2757043838501	0.0539999984727758	1.31673729419708
0.0534999984869167	6	0.0542499984657053	4	0.0542499984657053	4.2201623916626	0.0542499984657053	-0.110081195831299
0.0537499984798463	5	0.0544999984586348	5	0.0544999984586348	4.1653881072998	0.0544999984586348	0.373249799013138
0.0539999984727758	6	0.0547499984515643	6	0.0547499984515643	4.1118631362915	0.0547499984515643	0.770828664302826
0.0542499984657053	9	0.0549999984444938	5	0.0549999984444938	4.05923080444336	0.0549999984444938	0.420724779367447
0.0544999984586348	3	0.0552499984374234	5	0.0552499984374234	4.00761032104492	0.0552499984374234	0.443810164928436
0.0547499984515643	4	0.0554999984303529	3	0.0554999984303529	3.95719289779663	0.0554999984303529	-0.552635550498962
0.0549999984444938	4	0.0557499984232824	3	0.0557499984232824	3.90727877616882	0.0557499984232824	-0.523817658424377
0.0552499984374234	5	0.0559999984162119	2	0.0559999984162119	3.85831117630005	0.0559999984162119	-1.31402444839478
0.0554999984303529	3	0.0562499984091414	2	0.0562499984091414	3.81040024757385	0.0562499984091414	-1.28014624118805
0.0557499984232824	3	0.056499998402071	2	0.056499998402071	3.76343274116516	0.056499998402071	-1.24693524837494
0.0559999984162119	5	0.0567499983950005	2	0.0567499983950005	3.71713733673096	0.0567499983950005	-1.21419942378998
0.0562499984091414	3	0.05699999838793	6	0.05699999838793	3.67159938812256	0.05699999838793	0.950565576553345
0.056499998402071	8	0.0572499983808595	4	0.0572499983808595	3.62694263458252	0.0572499983808595	0.18652868270874
0.0567499983950005	10	0.057499998373789	4	0.057499998373789	3.5831241607666	0.057499998373789	0.208437919616699
0.05699999838793	7	0.0577499983667185	7	0.0577499983667185	3.54020404815674	0.0577499983667185	1.30768001079559
0.0572499983808595	3	0.0579999983596481	5	0.0579999983596481	3.49798512458801	0.0579999983596481	0.671721458435059
0.057499998373789	3	0.0582499983525776	4	0.0582499983525776	3.45646190643311	0.0582499983525776	0.271769046783447
0.0577499983667185	4	0.0584999983455071	5	0.0584999983455071	3.41562676429749	0.0584999983455071	0.70855325460434
0.0579999983596481	5	0.0587499983384366	1	0.0587499983384366	3.37558555603027	0.0587499983384366	-2.37558555603027
0.0582499983525776	3	0.0589999983313661	8	0.0589999983313661	3.336106300354	0.0589999983313661	1.64893543720245
0.0584999983455071	0	0.0592499983242956	6	0.0592499983242956	3.29758238792419	0.0592499983242956	1.10325741767883
0.0587499983384366	8	0.0594999983172252	5	0.0594999983172252	3.25950884819031	0.0594999983172252	0.778371334075928
0.0589999983313661	11	0.0597499983101547	4	0.0597499983101547	3.222163438797	0.0597499983101547	0.388918280601501
0.0592499983242956	4	0.0599999983030842	1	0.0599999983030842	3.1855206489563	0.0599999983030842	-2.1855206489563
0.0594999983172252	8	0.0602499982960137	2	0.0602499982960137	3.14948844909668	0.0602499982960137	-0.812811076641083
0.0597499983101547	4	0.0604999982889432	1	0.0604999982889432	3.1141185760498	0.0604999982889432	-2.1141185760498
0.0599999983030842	2	0.0607499982818727	1	0.0607499982818727	3.07933831214905	0.0607499982818727	-2.07933831214905
0.0602499982960137	7	0.0609999982748023	3	0.0609999982748023	3.04509925842285	0.0609999982748023	-0.0260380692780018
0.0604999982889432	1	0.0612499982677318	5	0.0612499982677318	3.0115270614624	0.0612499982677318	0.889272153377533
0.0607499982818727	3	0.0614999982606613	4	0.0614999982606613	2.97849082946777	0.0614999982606613	0.510754585266113
0.0609999982748023	7	0.0617499982535908	2	0.0617499982535908	2.94606733322144	0.0617499982535908	-0.66897064447403
0.0612499982677318	3	0.0619999982465203	3	0.0619999982465203	2.91417455673218	0.0619999982465203	0.0495513416826725
0.0614999982606613	2	0.0622499982394499	3	0.0622499982394499	2.88284087181091	0.0622499982394499	0.0676418542861938
0.0617499982535908	9	0.0624999982323794	5	0.0624999982323794	2.85204553604126	0.0624999982323794	0.960594415664673
0.0619999982465203	5	0.0627499982253089	5	0.0627499982253089	2.82177472114563	0.0627499982253089	0.974131941795349
0.0622499982394499	9	0.0629999982182384	2	0.0629999982182384	2.79203867912292	0.0629999982182384	-0.560055911540985
0.0624999982323794	6	0.0632499982111679	4	0.0632499982111679	2.76280760765076	0.0632499982111679	0.618596196174622
0.0627499982253089	2	0.0634999982040974	9	0.0634999982040974	2.7340886592865	0.0634999982040974	2.08863711357117
0.0629999982182384	5	0.063749998197027	2	0.063749998197027	2.70583915710449	0.063749998197027	-0.499103665351868
0.0632499982111679	1	0.0639999981899565	4	0.0639999981899565	2.67806005477905	0.0639999981899565	0.660969972610474
0.0634999982040974	10	0.064249998182886	3	0.064249998182886	2.65084648132324	0.064249998182886	0.201583877205849
0.063749998197027	8	0.0644999981758155	6	0.0644999981758155	2.62398052215576	0.0644999981758155	1.37825417518616
0.0639999981899565	5	0.064749998168745	4	0.064749998168745	2.5976505279541	0.064749998168745	0.701174736022949
0.064249998182886	6	0.0649999981616745	3	0.0649999981616745	2.5717601776123	0.0649999981616745	0.247244372963905
